title,site_url,description,publication_icon,nsfw,categories,member_count,show_member_count,mrr,show_mrr,ghost_rank,featured,feature_image,text_color,bg_color,accent_color,lang,created_at,mrr_members_rank,mrr_members_diff_rank,updated_at,showIframe,objectID
Travel Fodder,https://www.travelfodder.com/,"A travel newsletter exploring travel itself. The history, philosophy, poetry, and art of travel.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1669068534537-Small-Logo-Blue-JPEG.jpg?width=75&height=75&resize=contain,False,['travel'],25,True,3,True,373731698,False,,,,#00a3d7,en,1669068538,58.3,2,1671998160,True,4fc5a554-b48f-42b8-9547-d4f44a32421e
The Roch Society,https://rochsociety.com/,"A dog friendly society working towards fostering a more inclusive world for our four legged friends, where the bond between humans and dogs is not merely tolerated, but cherished and cultivated.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1688915594024-fd_icon_small.png?width=75&height=75&resize=contain,False,['travel'],44,True,,False,10499953,False,,,,#333333,en,1688915595,44,36,1705592830,False,2b846b88-6bd0-4eee-ac25-f5bddf4f72fe
LOLITA ON THE ROAD,https://www.lolitaontheroad.com/,"Tous mes conseils, expériences et inspirations pour vous évader et organiser vos voyages autour du monde.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1674087079808-1674086977961-logo.png?width=75&height=75&resize=contain,False,['travel'],36,True,,False,59087210,False,,,,#ff949e,fr,1674086978,36,6,1680449417,True,29b5163d-ac97-420b-9850-c306777891bb
Luke Reynolds,https://lukereynolds.org/,Musings on Travel and Medicine.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1672310416509-16D6F29A-6DCF-4D95-A4B4-C093FC6E9A58.jpeg?width=75&height=75&resize=contain,False,['travel'],35,True,,False,396348194,False,,,,#15171A,en,1667545509,35,1,1706824854,True,d293ce18-a34f-4b0f-8690-2e1c4f0d421b
Nomadic Mawiza,https://blog.nomadicmawiza.com/,"Join me on my journey, as I explore the world, one step at a time, through workaway",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1690268851133-electron-1024x1024-3-.png?width=75&height=75&resize=contain,False,['travel'],32,True,,False,9999968,False,,,,#2997AD,en,1690268852,32,1,1694294981,True,728fb034-fdad-4e4d-ba3f-3152b2d22ab3
Vanderfolk,https://vanderfolk.world/,Begleitet uns auf unserer Reise - Join us on our trip,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1660391124536-vanderfolk4-2.png?width=75&height=75&resize=contain,False,['travel'],19,True,,False,378639532,False,,,,#008582,de,1660391126,19,0,1678648591,False,a9ad4941-145a-4ec7-86df-756fcf70ff35
Pelo Mundo Afora,https://pelomundoafora.com.br/,Viagens e vida no exterior,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1695828635809-pelo-mundo-icon.png?width=75&height=75&resize=contain,False,['travel'],9,True,0,True,9999991,False,,,,#450e59,pt-br,1695828637,9,0,1703890111,True,0734bc4b-83a8-4796-833d-9f3ddabf2e28
Bia & Doug,https://biaedoug.com.br/,"Um casal brasileiros de nômades digitais compartilhando experiências e dicas através de posts, guias e videos no YouTube.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706562994490-Black-White-Modern-Handwritten-Square-Studio-Logo.png?width=75&height=75&resize=contain,False,['travel'],9,True,,False,10499990,False,,,,#007182,pt-br,1706562996,9,0,1706531369,False,b1d10612-1d18-4117-a496-26d232e5f9b9
Dries Deconynck,https://dries-deconynck.ghost.io/,"NomadicFluency by Dries Deconynck. My blog talks about my travels, explorations, and how I sustain this lifestyle.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704352852575-Quick%20facts%20about%20me.jpg?width=75&height=75&resize=contain,False,['travel'],7,True,0,True,10499992,False,,,,#6ce81f,en,1704352854,7,3,1706677244,True,d8792e51-e8f0-4017-8e71-d282d518f6a3
Wander Like a Local,https://www.wanderlikealocal.com/,"Global travel guide with local insights on food, culture, and activities.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704789039079-tempImage6vRI6s.jpg?width=75&height=75&resize=contain,False,['travel'],5,True,,False,10499994,False,,,,#D4AF37,en,1704789041,5,0,1703981268,True,6fb209f4-1835-4466-afde-0036db2912f6
